terme,role,relations_associees,nb_occurrences,nb_candidats_ambigus
raffinage,A,r_processus_patient,1,0
raffinerie,B,r_product_of,1,0
raisin,B,r_processus_patient,1,0
raisins,A,r_lieu>origine,1,0
rambarde,A,r_holo,1,0
rame,A,r_quantificateur,1,0
randonneur,B,r_own-1,1,0
randonnée,B,r_topic,1,0
rangée,A,r_quantificateur,1,0
rapidité,A,r_has_property-1,1,0
rapport,A,r_product_of|r_topic,2,0
raquette,A,r_own-1,1,0
ravages,A,r_has_causatif,1,0
rayon,A,r_topic,1,0
reconstitution,A,r_depict,2,0
recteur,A,r_social_tie,1,0
recueil,B,r_holo,1,0
recyclage,A,r_processus_patient,1,0
refrain,A,r_holo,1,0
reine,B,r_depict|r_processus_agent|r_social_tie,3,0
relecture,A,r_processus_patient,1,0
relevage,B,r_processus>instr-1,1,0
reliure,B,r_processus>instr-1,1,0
remords,A,r_has_causatif,1,0
remorquage,A,r_processus_patient,1,0
remorque,B,r_holo,1,0
remplaçant,A,r_social_tie,1,0
remplissage,B,r_processus>instr-1,1,0
renard,B,r_has_property-1,1,0
rencontres,B,r_topic,1,0
repas,A,r_topic,1,0
repassage,A,r_processus_patient,1,0
repassage,B,r_processus>instr-1,1,0
report,A,r_processus_patient,1,0
reportage,A,r_processus_agent,1,0
reporter,B,r_product_of,1,0
représentant,A,r_social_tie,1,0
requin,B,r_holo|r_processus_agent,2,0
responsable,A,r_social_tie,1,0
restaurateur,B,r_product_of,1,0
restauration,A,r_processus_patient,1,0
retards,A,r_has_causatif,1,0
retombées,A,r_has_causatif,1,0
retraite,A,r_processus_agent,1,0
retraites,B,r_topic,1,0
retraitée,B,r_own-1,1,0
retrouvailles,B,r_has_causatif,1,0
revue,A,r_topic,1,0
revêtement,A,r_objet>matiere,1,0
rhum,A,r_lieu>origine,1,0
richesse,A,r_has_property-1,1,0
rideau,A,r_objet>matiere,1,0
rides,A,r_has_causatif,1,0
rigueur,A,r_has_property-1,1,0
Rio,B,r_lieu,2,0
rires,A,r_processus_agent,1,0
rival,A,r_social_tie,1,0
rivière,B,r_depict,1,0
riz,A,r_lieu>origine,1,0
riz,B,r_objet>matiere|r_processus_patient|r_quantificateur,3,0
rizières,A,r_lieu,1,0
robe,A,r_objet>matiere|r_product_of,2,0
robe,B,r_depict,1,0
rock,B,r_topic,1,0
roi,A,r_social_tie,1,0
roi,B,r_depict|r_social_tie,2,0
roman,A,r_product_of|r_topic,2,0
roman,B,r_holo|r_processus_patient,2,0
Rome,B,r_lieu,1,0
rose,B,r_holo,1,0
rosier,B,r_holo,1,0
rosiers,B,r_processus_patient,1,0
rossignol,B,r_processus_agent,1,0
rotin,B,r_objet>matiere,1,0
Rotterdam,B,r_lieu,1,0
roue,A,r_holo,1,0
rougeur,A,r_has_causatif,1,0
route,B,r_has_property-1|r_processus_patient|r_quantificateur,3,0
ruban,A,r_processus>instr-1,1,0
ruches,A,r_own-1,1,0
ruelle,B,r_has_property-1,1,0
ruelles,A,r_lieu,1,0
rues,A,r_lieu,1,0
rugissement,A,r_processus_agent,1,0
rugosité,A,r_has_property-1,1,0
Rungis,B,r_lieu,1,0
rupture,B,r_has_causatif,1,0
Russie,B,r_lieu>origine,1,0
ruée,A,r_processus_agent,1,0
Rwanda,B,r_lieu,1,0
règle,A,r_processus>instr-1,1,0
réalisateur,B,r_product_of,1,0
récifs,A,r_lieu,1,0
récit,A,r_topic,1,0
récolte,A,r_processus_agent|r_processus_patient,2,0
réforme,A,r_topic,1,0
régiment,B,r_social_tie,1,0
région,B,r_depict,1,0
rénovation,A,r_processus_patient,1,0
réparation,A,r_processus_agent|r_processus_patient,2,0
République,B,r_social_tie,1,0
résultats,A,r_has_causatif,1,0
réunion,B,r_processus_patient,1,0
sable,B,r_objet>matiere|r_quantificateur,2,0
sabot,A,r_holo,1,0
sac,A,r_objet>matiere|r_own-1|r_quantificateur,4,0
sacoche,A,r_own-1,1,0
safran,A,r_lieu>origine,1,0
sage,B,r_has_property-1,1,0
Sahara,B,r_lieu,1,0
saint,B,r_depict,1,0
Saint-Pétersbourg,B,r_lieu,1,0
salade,B,r_processus>instr-1,1,0
salage,A,r_processus_patient,1,0
salariés,B,r_social_tie,1,0
saleté,A,r_has_property-1,1,0
salle,A,r_topic,1,0
salon,A,r_topic,3,0
salve,A,r_quantificateur,1,0
samedi,B,r_topic,1,0
sanctions,A,r_has_causatif,1,0
sapin,B,r_objet>matiere,1,0
sarrasin,B,r_objet>matiere,1,0
satin,B,r_objet>matiere,1,0
sauce,A,r_product_of,1,0
saucisson,A,r_product_of,1,0
saumon,A,r_lieu>origine,1,0
saumon,B,r_processus_patient,1,0
saut,A,r_processus_agent,1,0
sauvegarde,A,r_processus_patient,1,0
sauvetage,A,r_processus_agent,1,0
sauvetage,B,r_processus>instr-1,1,0
savane,A,r_lieu,1,0
savon,A,r_lieu>origine,1,0
savon,B,r_quantificateur,1,0
scalpel,A,r_processus>instr-1,1,0
scandale,B,r_has_causatif,1,0
scanner,A,r_depict,1,0
scaphandrier,B,r_processus_agent,1,0
schéma,A,r_depict,2,0
science-fiction,B,r_topic,1,0
scooter,A,r_own-1,1,0
scooter,B,r_holo,1,0
sculpteur,B,r_product_of,1,0
sculpture,A,r_depict|r_objet>matiere|r_product_of,4,0
scène,A,r_holo,1,0
scène,B,r_depict,1,0
secouristes,B,r_processus_agent,1,0
secours,B,r_processus>instr-1,1,0
secrétaire,A,r_social_tie,2,0
seiche,B,r_product_of,1,0
sel,B,r_quantificateur,1,0
selle,A,r_holo,1,0
semaine,A,r_quantificateur,1,0
semelle,A,r_holo,1,0
semis,A,r_processus_agent,1,0
seringue,A,r_processus>instr-1,1,0
sermon,A,r_processus_agent,1,0
serpent,B,r_processus_agent|r_product_of,2,0
serrage,B,r_processus>instr-1,1,0
serrure,A,r_holo,1,0
serveur,B,r_own-1,1,0
service,B,r_processus>instr-1|r_quantificateur,2,0
Shanghai,B,r_lieu,1,0
Sibérie,B,r_lieu|r_lieu>origine,2,0
signature,A,r_processus_agent,1,0
silence,B,r_quantificateur,1,0
silhouette,A,r_depict,1,0
simplicité,A,r_has_property-1,1,0
singe,B,r_has_property-1,1,0
sirop,B,r_quantificateur,1,0
site,A,r_product_of|r_topic,2,0
situation,B,r_has_property-1,1,0
siècle,A,r_quantificateur,1,0
sièges,B,r_quantificateur,1,0
skis,A,r_own-1,1,0
Smyrne,B,r_lieu>origine,1,0
sociologie,B,r_topic,1,0
société,B,r_topic,1,0
soie,A,r_lieu>origine|r_product_of,2,0
soie,B,r_objet>matiere,1,0
soir,B,r_topic,1,0
sol,A,r_objet>matiere,1,0
sol,B,r_has_property-1,1,0
soldat,A,r_objet>matiere,1,0
soldat,B,r_depict|r_social_tie,2,0
soldats,B,r_processus_agent,1,0
soldes,A,r_topic,1,0
soleil,B,r_has_causatif,1,0
solidité,A,r_has_property-1,1,0
soliste,B,r_own-1,1,0
sommeil,A,r_processus_agent,1,0
sommelier,B,r_own-1,1,0
somnolence,A,r_has_causatif,1,0
sonde,A,r_processus>instr-1,1,0
soudure,A,r_processus_patient,1,0
soudure,B,r_processus>instr-1,1,0
souffle,A,r_has_causatif,1,0
souk,A,r_lieu,1,0
soupe,B,r_quantificateur,1,0
souplesse,A,r_has_property-1,1,0
souvenirs,B,r_topic,1,0
souverain,B,r_social_tie,1,0
spectateurs,B,r_quantificateur,1,0
sport,B,r_topic,1,0
sprinteur,B,r_processus_agent,1,0
stade,A,r_lieu,1,0
stade,B,r_depict|r_processus_patient,2,0
stage,A,r_topic,1,0
stagiaire,B,r_has_property-1|r_social_tie,2,0
stagiaires,B,r_social_tie,1,0
statue,A,r_depict|r_objet>matiere|r_product_of,4,0
statue,B,r_depict,1,0
statuette,A,r_objet>matiere,1,0
steppes,A,r_lieu,1,0
stock,A,r_quantificateur,1,0
stratégie,B,r_topic,1,0
stress,A,r_has_causatif,1,0
strophe,A,r_holo,1,0
studio,B,r_product_of,1,0
stylo,A,r_processus>instr-1,1,0
stérilisation,A,r_processus_patient,1,0
stéthoscope,A,r_processus>instr-1,1,0
successeur,A,r_social_tie,1,0
succès,B,r_has_causatif,1,0
sucre,A,r_lieu>origine|r_product_of,2,0
sucre,B,r_has_causatif|r_quantificateur,2,0
Sud,B,r_lieu>origine,0,1
sueur,A,r_has_causatif,1,0
Suez,B,r_lieu,1,0
suie,A,r_has_causatif,1,0
Suisse,B,r_lieu>origine,1,0
supporters,B,r_has_property-1|r_processus_agent,2,0
suppression,A,r_processus_patient,1,0
surfeur,B,r_own-1,1,0
surmenage,B,r_has_causatif,1,0
surveillance,B,r_processus>instr-1,1,0
survie,B,r_topic,1,0
Sydney,B,r_lieu,1,0
symphonie,A,r_product_of,1,0
symptômes,A,r_has_causatif,1,0
syndic,A,r_social_tie,1,0
syndicat,B,r_processus_agent,1,0
synonymes,B,r_topic,1,0
séance,A,r_topic,1,0
sécateur,A,r_processus>instr-1,1,0
séchage,A,r_processus_patient,1,0
séchage,B,r_processus>instr-1,1,0
sécheresse,A,r_has_property-1,1,0
sécheresse,B,r_has_causatif,1,0
séisme,A,r_lieu,1,0
séisme,B,r_has_causatif,1,0
séquelles,A,r_has_causatif,1,0
série,A,r_quantificateur|r_topic,2,0
sérum,A,r_product_of,1,0
sérénité,A,r_has_property-1,1,0
Séville,B,r_lieu,1,0
sévérité,A,r_has_property-1,1,0
sœur,A,r_social_tie,1,0
tabac,A,r_lieu>origine,1,0
table,A,r_objet>matiere|r_processus>instr-1,2,0
tableau,A,r_depict|r_product_of,2,0
tableau,B,r_processus_patient,1,0
tableaux,A,r_own-1,1,0
tablier,A,r_objet>matiere|r_own-1,2,0
taches,A,r_has_causatif,1,0
taille,A,r_processus_patient,1,0
taille,B,r_processus>instr-1,1,0
tailleur,B,r_product_of,1,0
tamis,A,r_processus>instr-1,1,0
tamisage,A,r_processus_patient,1,0
tapis,A,r_lieu>origine|r_objet>matiere|r_product_of,4,0
tapisserie,A,r_depict,1,0
tarte,A,r_product_of,1,0
tas,A,r_quantificateur,1,0
tasse,A,r_quantificateur,1,0
taupe,B,r_processus_agent,1,0
taureau,B,r_depict|r_holo,2,0
taxis,A,r_lieu,1,0
temple,A,r_lieu,1,0
temps,B,r_has_causatif,1,0
température,B,r_processus>instr-1,1,0
tempête,B,r_depict|r_has_causatif,2,0
tente,A,r_own-1,1,0
tequila,A,r_lieu>origine,1,0
terrain,B,r_processus_patient,1,0
terre cuite,B,r_objet>matiere,1,0
Terre-Neuve,B,r_lieu>origine,1,0
terres,A,r_own-1,1,0
thermes,A,r_lieu,1,0
Thiers,B,r_lieu>origine,1,0
thèse,A,r_product_of|r_topic,2,0
thé,A,r_lieu>origine,2,0
thé,B,r_quantificateur|r_topic,2,0
théorème,A,r_product_of,1,0
tigres,A,r_lieu>origine,1,0
timbre,A,r_depict,1,0
timidité,A,r_has_property-1,1,0
tire-bouchon,A,r_processus>instr-1,1,0
tissage,B,r_processus>instr-1,1,0
tisserand,B,r_product_of,1,0
tissu,A,r_product_of,1,0
tissu,B,r_quantificateur,1,0
titane,B,r_objet>matiere,1,0
titrage,B,r_processus>instr-1,1,0
toile,A,r_depict|r_product_of,3,0
toile,B,r_objet>matiere,1,0
toit,A,r_holo|r_objet>matiere,2,0
toit,B,r_holo,1,0
toits,A,r_lieu,1,0
tomates,B,r_quantificateur,1,0
tonne,A,r_quantificateur,1,0
tonte,A,r_processus_patient,1,0
torchis,B,r_objet>matiere,1,0
torréfaction,A,r_processus_patient,1,0
tortue,B,r_holo,1,0
Toscane,B,r_lieu,1,0
totem,A,r_depict,1,0
touche,A,r_holo,1,0
touffe,A,r_quantificateur,1,0
tour,B,r_has_property-1,1,0
touriste,B,r_own-1,1,0
tournevis,A,r_processus>instr-1,1,0
tournoi,A,r_topic,1,0
tournée,A,r_processus_agent,1,0
traces,A,r_has_causatif,1,0
tracteur,A,r_own-1,1,0
traduction,A,r_processus_patient|r_product_of,2,0
trahison,B,r_has_causatif,1,0
traite,A,r_processus_agent,1,0
traitement,A,r_processus_patient,1,0
traiteur,B,r_product_of,1,0
traité,A,r_topic,1,0
tramway,A,r_lieu,1,0
tranche,A,r_quantificateur,2,0
tranquillité,A,r_has_property-1,1,0
transparence,A,r_has_property-1,1,0
transport,B,r_processus>instr-1,1,0
transporteur,B,r_own-1,1,0
traumatisme,A,r_has_causatif,1,0
travail,A,r_processus_agent,1,0
travail,B,r_quantificateur,1,0
travaux,B,r_has_causatif,1,0
tremblements,A,r_has_causatif,1,0
tri,A,r_processus_patient,1,0
tri,B,r_processus>instr-1,1,0
tronçonneuse,B,r_holo,1,0
trottoir,B,r_has_property-1,1,0
troupeau,A,r_own-1|r_quantificateur,2,0
troupeau,B,r_social_tie,1,0
troupeaux,B,r_processus_patient,1,0
troupes,B,r_processus_agent,1,0
trousse,A,r_own-1|r_processus>instr-1,2,0
trépan,A,r_processus>instr-1,1,0
trésorier,A,r_social_tie,1,0
tuile,A,r_holo,1,0
tulipes,A,r_lieu>origine,1,0
Tunisie,B,r_lieu>origine,1,0
tunnel,A,r_lieu,1,0
tunnel,B,r_processus_patient,1,0
Turquie,B,r_lieu>origine,1,0
tuteur,A,r_social_tie,2,0
tuyau,A,r_objet>matiere|r_processus>instr-1,2,0
tuyaux,B,r_processus_patient,1,0
tweed,B,r_objet>matiere,1,0
tyran,B,r_has_property-1,1,0
télécommande,A,r_processus>instr-1,1,0
télécommande,B,r_holo,1,0
téléphone,A,r_own-1,1,0
téléphone,B,r_holo,1,0
témoin,A,r_social_tie,1,0
témérité,A,r_has_property-1,1,0
ténacité,A,r_has_property-1,1,0
tête,A,r_quantificateur,1,0
uniforme,A,r_own-1,1,0
université,A,r_lieu,1,0
usine,B,r_holo,1,0
vacances,A,r_topic,1,0
vacances,B,r_quantificateur,1,0
vaccin,A,r_product_of,1,0
vaccination,A,r_processus_patient,1,0
vache,B,r_product_of,1,0
vaches,B,r_quantificateur,1,0
vague,B,r_depict,1,0
valise,A,r_own-1,1,0
Vallauris,B,r_lieu>origine,1,0
vanille,A,r_lieu>origine,1,0
varicelle,B,r_has_causatif,1,0
variétés,B,r_topic,1,0
vase,A,r_objet>matiere|r_product_of,2,0
velours,B,r_has_property-1|r_objet>matiere,2,0
vendangeurs,B,r_processus_agent,1,0
vendeur,B,r_processus_agent,1,0
venin,A,r_product_of,1,0
Venise,B,r_lieu,1,0
vent,B,r_quantificateur,1,0
vente,A,r_processus_patient,1,0
vente,B,r_has_causatif,1,0
ventilation,B,r_processus>instr-1,1,0
ver,B,r_product_of,1,0
Verdon,B,r_lieu,1,0
vernissage,A,r_processus_patient,1,0
verre,A,r_lieu>origine|r_processus>instr-1|r_quantificateur,3,0
verre,B,r_objet>matiere,1,0
verrier,B,r_product_of,1,0
Versailles,B,r_lieu,1,0
veste,A,r_objet>matiere,1,0
veuve,A,r_social_tie,1,0
viaduc,B,r_holo,1,0
viande,B,r_processus_patient,1,0
vibrations,A,r_has_causatif,1,0
victime,B,r_social_tie,1,0
victimes,B,r_social_tie,1,0
victoire,B,r_has_causatif,1,0
vidéaste,B,r_product_of,1,0
vidéo,A,r_depict,2,0
vieillard,B,r_own-1,1,0
vieille dame,B,r_depict,1,0
vierge,B,r_depict,1,0
vigne,B,r_quantificateur,1,0
vigneron,B,r_own-1|r_product_of,2,0
vignette,A,r_depict,1,0
vignobles,A,r_lieu,1,0
village,B,r_processus_patient|r_social_tie,2,0
Villandry,B,r_lieu,1,0
ville,B,r_depict,1,0
vin,A,r_lieu>origine|r_product_of,2,0
vin,B,r_processus_patient|r_quantificateur,2,0
Vincennes,B,r_lieu,1,0
vinyle,B,r_objet>matiere,1,0
violon,A,r_own-1|r_product_of,2,0
violoniste,B,r_own-1|r_social_tie,2,0
Virginie,B,r_lieu>origine,1,0
vis,A,r_processus>instr-1,1,0
visage,B,r_depict,1,0
vissage,B,r_processus>instr-1,1,0
vitrail,A,r_depict|r_product_of,3,0
vitre,A,r_holo,1,0
vitre,B,r_has_property-1,1,0
vitres,B,r_processus_patient,1,0
vivacité,A,r_has_property-1,1,0
vocabulaire,B,r_has_property-1,1,0
vodka,A,r_lieu>origine,1,0
voile,A,r_holo,1,0
voilier,B,r_holo,1,0
voisin,A,r_social_tie,1,0
voisin,B,r_own-1,1,0
voisine,B,r_has_property-1,1,0
voiture,A,r_own-1|r_product_of,2,0
voiture,B,r_holo|r_processus_patient,2,0
vol,A,r_processus_agent|r_quantificateur,2,0
volaille,B,r_processus_patient,1,0
volant,A,r_holo,1,0
volcan,A,r_lieu,1,0
volet,A,r_holo,1,0
voleur,B,r_social_tie,1,0
volée,A,r_quantificateur,1,0
voracité,A,r_has_property-1,1,0
vote,A,r_processus_agent,1,0
voyage,B,r_has_causatif|r_topic,2,0
voyageur,B,r_own-1,1,0
vélo,A,r_own-1,1,0
vélo,B,r_holo,1,0
vétusté,A,r_has_property-1,1,0
vêtements,B,r_quantificateur,1,0
wagon,B,r_holo,1,0
webmaster,B,r_product_of,1,0
whisky,A,r_lieu>origine,1,0
yacht,A,r_own-1,1,0
yaourt,A,r_product_of,1,0
yoga,B,r_topic,1,0
Zambie,B,r_lieu>origine,1,0
Zanzibar,B,r_lieu>origine,1,0
zinc,B,r_objet>matiere,1,0
zoo,A,r_lieu,1,0
âge,B,r_has_causatif,1,0
éblouissement,A,r_has_causatif,1,0
ébéniste,B,r_product_of,1,0
écaillage,A,r_processus_patient,1,0
échafaudage,B,r_processus_patient,1,0
écharpe,A,r_objet>matiere,1,0
échecs,B,r_topic,1,0
échelle,A,r_objet>matiere|r_own-1,2,0
échographie,A,r_depict,1,0
échoppe,A,r_own-1,1,0
éclairage,B,r_processus>instr-1,1,0
éclipse,B,r_depict,1,0
école,A,r_topic,1,0
écolier,B,r_own-1,1,0
écorce,A,r_holo,1,0
écorce,B,r_has_property-1,1,0
Écosse,B,r_lieu>origine,1,0
écouteurs,A,r_own-1,1,0
écran,A,r_holo|r_processus>instr-1,2,0
écran,B,r_has_property-1,1,0
écriture,B,r_processus>instr-1,1,0
écrivain,B,r_product_of,1,0
écuyer,B,r_own-1,1,0
Éducation,B,r_topic,1,0
église,B,r_holo,1,0
égouttage,B,r_processus>instr-1,1,0
Égypte,B,r_lieu>origine,1,0
élagage,A,r_processus_patient,1,0
élagage,B,r_processus>instr-1,1,0
éleveur,B,r_own-1,1,0
élève,A,r_social_tie,1,0
élève,B,r_own-1,1,0
élèves,B,r_quantificateur|r_social_tie,2,0
élégance,A,r_has_property-1,1,0
éléphant,B,r_holo,1,0
émeraudes,A,r_lieu>origine,1,0
émeutes,A,r_has_causatif,1,0
émission,A,r_topic,1,0
épaule,B,r_depict,1,0
épave,B,r_processus_patient,1,0
épi,A,r_quantificateur,1,0
épices,A,r_lieu>origine,1,0
épine,A,r_holo,1,0
époux,A,r_social_tie,1,0
éprouvette,A,r_processus>instr-1,1,0
épuisement,A,r_has_causatif,1,0
équipage,B,r_social_tie,1,0
équipe,B,r_processus_agent|r_social_tie,2,0
éruption,B,r_depict,1,0
étain,B,r_objet>matiere,1,0
étal,A,r_own-1,1,0
étendoir,A,r_processus>instr-1,1,0
Éthiopie,B,r_lieu>origine,1,0
éthique,B,r_topic,1,0
étiquetage,A,r_processus_patient,1,0
Étretat,B,r_lieu,1,0
étroitesse,A,r_has_property-1,1,0
études,B,r_topic,1,0
étudiant,B,r_own-1|r_social_tie,2,0
étudiants,B,r_processus_agent,1,0
été,B,r_has_causatif|r_topic,2,0
évacuation,A,r_processus_patient,1,0
évasion,B,r_depict,1,0
Évian,B,r_lieu>origine,1,0
évier,A,r_objet>matiere,1,0
œuf,A,r_product_of,1,0
œufs,B,r_quantificateur,1,0
